tweet,check-worthy
passport twitter been quiet since corona hit. shouldve spent ur money on jordans,0
"EXCLUSIVE Nadine Dorries, a health minister, has become first MP to be diagnosed with coronavirus She has been in Westminster for past week, met hundreds of people, and attended a No 10 reception hosted by Boris Johnson on Thursday https://t.co/3seuE2NGYE",1
"Four days ago @realDonaldTrump said he “stopped” the coronavirus &amp; “closed it down.” As of tonight, there are over 1,000 cases in America with at least 31 deaths. The virus has now spread to 37 states. And we still lack sufficient testing. #FactsMatter https://t.co/HE1xjCRj66",1
Me arriving in France after paying $00.38 for my round trip plane tickets because of the corona virus scare https://t.co/cISc2Y1uEs,0
"To my dear students: Due to confirmed case of COVID-19 virus in Rizal, there will be no more research defense however you need to pass the manuscript on March 20. Stay at home and work individually. P.S. your life is more precious than your grades as a teacher I will do my part.",0
"Kevin McCarthy calling corona virus Chinese is a racist ploy to make a public health issue something that can be blamed on ""others"" - API kids in schools already being taunted about having the virus - this kind of ""leadership"" by Republicans is a real danger to all of us.",1
If this Corona scare doesn’t end soon imma have to intervene,0
"THREAD: Fri Jan 31, 2020, a few weeks before Coronavirus has officially spread to other countries (which led to the bad stock market week Feb 24-Feb 28), the Trump Admin announced travel restrictions on China. Here is some of the reporting it generated. Take Politico of 2/4/20.",0
"Look at the hospitals diagnosing COVID-19. St. Luke's, Cardinal, Makati Med, Medical City. COVID-19 isn't just purely a health issue. There is a strong class problem as well. Pag-mayaman, COVID. Pag-mahirap, ubo at sore throat lang.",1
"Tonight we crossed an important threshold: @CPAC ended 9 days ago. According to the experts we consulted that timing w NO NEW corona cases and NO attendees w symptoms is a huge turning point. Over 10,000 in a hotel w the virus present and no one is positive. 🙏🏻👍🏻🇺🇸",1
If anyone near our shop has to self isolate over the corona virus and are on benefits I will put together a two week food parcel that will be delivered to your door .,0
Amazing! Passengers at the Kigali Bus Park have to wash their hands before getting onto buses as a prevention and risk reduction Coronavirus outbreak. #Rwanda https://t.co/PbNxXrWjbM,1
Anyone else notice that COVID-19 seemed to pop up almost immediately after impeachment failed?,0
"How did @realDonaldTrump fail to contain #coronavirus? 1. By focusing on China, he failed to stop the virus coming in from other countries; 2. By focusing on foreign nationals, he failed to stop virus carried by US travelers; 3. By not testing, he let the virus spread undetected. https://t.co/XzB9vXHiQv",1
"Zika, Ebola, Lyme disease, German measles, Spanish flu, Reston virus, West Nile virus, Hong Kong flu are/were all fine tho? https://t.co/w2n6AK7siu",0
"Just two months ago, Taal Volcano was erupting, giving rise to great fear and suffering. Today, serenity reigns in Taal, reminding us that the COVID-19 outbreak, too, will come and go, and with social solidarity, we can emerge stronger as a nation. 📷 Tomas Tirona https://t.co/FWyYBdRi7a",0
"Saw some irregularities w/ the usage of the ff. in articles, to provide clarity: 🧬 SARS-CoV-2 (Severe Acute Respiratory Syndrome Coronavirus 2) is the virus. 🦠 COVID-19 (Coronavirus Disease 2019) is the disease. Hence, SARS-CoV-2 causes COVID-19. Nonetheless, stay safe. 🙏🏻",0
"we are going to look back and feel really silly about the anxiety and the panic buying. COVID19 is really contagious and not terribly dangerous, unless you have compromised health already or live in a place with a ton of pollution. This is a massive overreaction.",0
Corona is a black light and America is a cum-stained hotel room,0
"Genuinely confused here: we have three members of congress prophylatically self-quarantining because of possible Covid-19 exposure, but are they not being tested? Seems like they should be tested, right?",1
"Please help combat xenophobia: 1. Don't call COVID-19 ""Chinese coronavirus"" or the ""Wuhan virus"" 2. Don't shun Asian people or businesses 3. Call out racism in the media when you see it (stories on COVID do not need to have a photo of an Asian person, tyvm) https://t.co/QiE6VbhHJb",0
Read this thread and RT. Great perspective you won’t hear from the media. https://t.co/p8wguoSrtH,0
But I thought the Corona Virus was just a Democratic hoax to hurt Trump? Moral to the story: science and nature do not give a damn what Party you belong to. https://t.co/G3v509JQzC,0
"covid-19 is making Namjoon angry and sad because he can't see karmy so, i have instructions: https://t.co/haUAetNJtH",0
"If you're wondering why it's a bunch of older LGBTQ people trying to urge people to take the Corona Virus seriously and not just shrug because you think that only the old and infirm will die, I am here to remind that they already watched that kind of callousness in action.",0
"Dear @Surgeon_General Adams: You told @jaketapper today that last week, you weren’t aware of any doctor asking for a #coronavirus test that couldn’t get it. ER doc in this article had patient with symptoms &amp; was denied test. Do you want to clarify? https://t.co/XpJJzA18VM",1
"We doing all this shit for corona virus and niggaz can’t send Flint, Michigan a good plumber.",0
"Anong effect ng isang araw na suspension of classes/work? Nothing. Instead: 1. Disclose the areas na may cases ng COVID-19 2. Incubation period of the virus is 1-2 weeks thus, we should also suspend classes/work for 14 days 3. Sanitize buildings, schools, streets #WalangPasok",1
It's like suicide but minus the haram part I'm in https://t.co/v56EEOBASW,0
"The first Silicon Valley death from COVID-19 was a woman in her 60s. Both my parents are in their 60s. If you want to travel internationally and be socially irresponsible just because you're young, ""it's just the flu,"" or flights are cheap then you're just an inconsiderate brat.",0
BREAKTHROUGH: Chloroquine phosphate -- an old anti-malaria drug -- has shown apparent efficacy in treatment of COVID-19 associated pneumonia in clinical studies. Chloroquine provides both anti-viral and anti-inflammatory benefits to patients,1
I know everyone is freaking out about COVID-19 at the moment but here's some FAB news to make the world seem like a less scary place. https://t.co/InykD5tcTl,0
"Ebola has a 50% death rate. If you got infected, you’d most likely die. Covid-19 has a 3.4% death rate. Obviously not as bad as Ebola—but that makes it up to 34x more deadly than the seasonal flu https://t.co/bCyOeedRAy https://t.co/ga2RDGhpIQ",1
1/ Many of you ask me why I take the COVID-19 outbreak so seriously. Current numbers of cases and deaths are *not* why. 👇 A thread on why I’m worried and what I do personally in this situation.,0
Panic buying and stockpiling of toilet roll continues. These are the scenes at Costco in Farnborough in Hampshire today. #coronavirus #toiletpaperpanic #panickbuying https://t.co/JLlZVVS7EH,1
"Everyone can help prevent the spread of #COVID19. Call your doctor if you develop symptoms, have been in close contact with a person known to have COVID-19, or have recently traveled from an area with widespread or ongoing community spread of COVID-19. https://t.co/ehL8kmRHaN. https://t.co/KwrKO7VNub",0
"Isa sa pinakamaganda mong maa-ambag about COVID-19 outbreak ay “pananahimik” Stop spreading fake news and do research first before posting something online. And also, Wash your hands intensely. Avoid touching your face. Pray. Pray. Pray.",0
BREAKING: Department of Health announces 11 more confirmed cases of COVID19. Cases now at 35 in PH. | via @raphbosano #coronavirus https://t.co/IJXPRvsiSN,0
"Why has it taken the threat of a virus before they started cleaning tube stations?? Trains should be cleaned every week, the seats have more dust than sahara desert. https://t.co/mNElIEGfRi",1
"There are now 10 new confirmed cases of COVID19. Total now at 20, according to DOH | via @kristinesabillo https://t.co/0iSXAumCKH",0
"Why is CDC's data on US cases lagging behind other entities (including WHO)? Why are we only learning from the AP about a reported CDC recommendation that older Americans not fly, and that the White House blocked CDC from publicizing that recommendation? https://t.co/6j1Cael8ZR",0
"Not just Manila, pero pwede bang buong ncr l, mga mayors? Imagine students travelling from one city to another, iba't ibang tao nakakasalamuha. It's possible that there are people out there na may covid-19 without them knowing. Not all of us have face masks as well. #WalangPasok",0
The President won’t let us see this. What is he hiding? Stalled Intelligence Report Warns of Pandemic Dangers | Time ⁦@ODNIgov⁩ #coronavirus https://t.co/XbBmyqFN9k,1
"JUST IN: President Duterte suspends classes on all levels in Metro Manila from March 10 to March 14, 2020 amid threat of COVID19 #WalangPasok https://t.co/62wpoA647k",0
"Dear @realDonaldTrump: Do you mean when the news showed you telling the American people that you “stopped” the coronavirus &amp; “closed it down”? Or are you referring to the news showing Kudlow &amp; @KellyannePolls saying virus was “contained”? Also, when are we getting test kits? https://t.co/uYp4SmY7zR",0
Update of confirmed COVID19 cases outside of China: #corona #coronavirus #CoronaVirusUpdate #Korona #koronawirus #Covid_19 #COVID2019 #coronavirusturkey #coronavirusitalIa https://t.co/u75FE6Asgm,0
Toilet paper completely sold out in supermarkets? Did you lot not wipe your ass before corona,0
"FYI: Calling #COVID19 the ""Wuhan Virus"" is racist.",0
Such a bad time for PH to deal with COVID-19 right now when we have the most number of incompetent people in the government -- led by the most incompetent president we ever had. Just look at how he and his head in DOH is (mis)handling this the past 6 weeks.,0
"Dear @realDonaldTrump: Your myopic focus on China let the virus come In from other countries. Your myopic focus on foreigners let the virus be carried by US travelers. That’s why #coronavirus has spread to 34 states, with 545 cases &amp; 22 dead. What we needed were test kits. https://t.co/lQKWfVl2iS",1
"Extraordinary really, how Russia doesn’t have a single case. https://t.co/i1CNMf2uDy",0
"As announced by the DOH, there is a covid-19 patient currently confined in Medical City Pasig. There is also a covid-19 patient who is a Pasig resident, but is currently confined in a private hospital outside of Pasig. The LGU is closely coordinating with the DOH.",0
"Really disgusting how the media pivoted from their January “Trump is taking the Coronavirus too seriously” gaslighting, to their new bullshit line that “Trump isn’t taking Coronavirus seriously enough.” They’re awful people who are absolutely committed to making the world worse. https://t.co/cDIqG9dKei",0
"Speaker Pelosi re: coronavirus ""In 2018 the president dismantled people in the National Security Agency. They had experts to anticipate, and to foresee something like COVID2019 happening. The president letting those people go was a very big mistake! He NEVER replaced them."" https://t.co/VZHgzlCLxf",1
"At height of the AIDS epidemic, posters like this popped up all over US cities. With #coronavirus, @realDonaldTrump and those in his administration who don't stand up against his disinformation, bumbling incompetence will, once again, have blood on their hands. @actupny #granfury https://t.co/CVI8M57vWI",0
"No lines, no screaming toddlers, instant upgrades— few will know the luxury of traveling during coronavirus season. We’re all First Class now, America.",0
"If your Academic conference gets cancelled due to COVID19, just present your research in your empty living room and pretend you had an 8am presentation slot. Alternatively, to recreate the hotel bar experience, grab a shitty beer from your fridge and throw $9 into the trashcan.",0
"Why would Du30 genuinely care about possible COVID-19 deaths if he already killed thousands thru Tokhang, hunger, high prices, rising school fees, etc? This isn't the time to demand action from him. This is the time to OustDuterte and his dysfunctional gov't. #DuterteVirus",1
"THREAD 1/ Of all the articles I read this week on COVID19, this @nytimes ⬇️ really caught my eye. It was an interview w/ Dr. Bruce Aylward, the lead on the @WHO team that visited China to examine their response. It surprised me for multiple reasons. https://t.co/PllEighRI1",0
Do you think the media is intentionally causing Corona virus FEARS for political purposes?,0
Does this mean Covid-19 is not a democratic hoax? https://t.co/HvBafITpPU,0
Develop a plan for home-based actions. Choose a room in your home that can be used to separate sick household members from those who are healthy. Protect yourself and others. Get more information about creating a household plan of action: https://t.co/ekj89LCiZ5 #COVID19 https://t.co/uBgWZtzzj8,0
Fight Corona with Corona. https://t.co/u906ivsEAJ,0
"Before we #CloseTheSchools for #Coronavirus or any other reason, let’s ask ourselves: do we have a PLAN + RESOURCES for kids on free/reduced meals, students with disabilities, homeless kids, working parents, college kids from other countries? Not everyone can stop on a dime!",0
"This afternoon, I was notified by CPAC that they discovered a photo of myself and the patient who has tested positive for COVID19. While I am not experiencing any symptoms, I have decided to self-quarantine out of an abundance of caution. Full statement → https://t.co/74oeaYOBYR",0
To those who now have 28 packages of pasta. To those who are searching the black market for hand sanitizer &amp; walk around with face mask. And to those who are planning to flee with their kids out of a Corona infected area: Never again look down on people who flee from war &amp; famine,0
"Cancelled so far: 2 invited talks. As junior faculty, these were important for my CV and future promotion. So, I plan to list them with an * * cancelled to due COVID19 Consider doing the same for your cancelled poster or talk or session. You still deserve credit.",0
I wish all these quarantined officials the best. But the turnabout of this year's CPAC from a multi-day COVID-19 trolling event to a vector of the contagion is something that would scarcely be believable in a movie script.,0
Chuck Schumer calls @realDonaldTrump incompetent over his handling of the Corona Virus... But Gavin Newsom is singing Trump's praises! #Trumpin #supertuesday2 https://t.co/8g0vsYeACU,1
"A Japanese cruise liner with more than 3,000 people on board was in quarantine Tuesday after a passenger, who had already left the boat, tested positive for the coronavirus https://t.co/0PrQYFIwmF",1
"NEW: WHO Director-General Tedros Adhanom Ghebreyesus: ""Now that the virus has a foothold in so many countries, the threat of a pandemic has become very real."" ""But, it would be the first pandemic in history that could be controlled."" https://t.co/MBX67sHCVN #coronavirus https://t.co/NLXm8DluZg",0
"Deep breath everyone. This virus is survivable, and CAN be controlled. It WILL be painful. It looks super contagious, and extreme social distancing CAN work IF we cooperate. There is no us or them. We are all in this together. Now is the time to help each other out. #COVID19",0
"Chinese doctors have been using the Cuban antiviral drug Interferfon alpha to effectively treat patients affected by #coronavirus. Meanwhile, the US has blockaded medicine to Cuba under the sadistic Helms-Burton Act. https://t.co/0fvWbAMXuy",1
Note to @realDonaldTrump With COVID19 you can’t - declare bankruptcy -settle out of court - pay it to keep quiet -hope it disappears in the spring -ignore deaths -claim it’s a hoax COVID19,0
do rich people know they’ll get the virus if poor people can’t be tested and diagnosed? https://t.co/q7FlFUrZiU,0
We’ve reached a tipping point. The chorus of hate being leveled at #PresidentTrump is nearing a crescendo as #Dems blame him—and only him—for coronavirus - a #virus that originated halfway around the world! This is yet another attempt to #impeach THE PRESIDENT. #TrishRegan https://t.co/nU3P4zcONA,0
"3 bags and 2 weeks of peace, this sounds great https://t.co/H75Lvw7LfC",0
"The BBC: ‘save us, save us, you’ll miss us when we’re gone’. Also the BBC: ‘I know, let’s put Nigel Farage on Newsnight to talk about the Corona Virus’",0
"Ayoko ng no contact policy, 'di pwedeng sila lang makayakap sa babae. Pres.Duterte proves that he is incapable of providing any substantial plan to address the COVID-19 outbreak. In fact, the only thing he can bring to the table is another egregious display of misogyny. https://t.co/4g1QjpL5F2",0
"Here is some CDC guidance on #COVID2019: “Starting at age 60, there is an increasing risk of disease, and the risk increases with age.” If you are 60 or older, do not listen to @realDonaldTrump because he has lied multiple times about this virus. Listen to @CDCgov &amp; your doctor. https://t.co/3T1rz07bvL",1
Ramsey scores. Corona Virus to die tomorrow?,0
Here are some of the other people who may have been in the green room on Thursday afternoon at the same time as the CPAC coronavirus infectee: - Rep Louie Gohmert; - Ronna McDaniel - Michael Knowles - Kay James - KellyAnne Conway - Betsy Devos - Rep Matt Gaetz - Diamond/Silk,1
After days of pleading for test kits the COVID19 - afflicted nursing home in Kirkland WA finally got some &amp; screened 35 of their residents -- 31 came back positive. https://t.co/GOE71V3nAM,1
"If @JoeBiden &amp; @SenSanders would tape a message together, giving Americans reliable public health information about #coronavirus, they’d be doing a tremendous public service for the country.",0
Should @realDonaldTrump be trusted to manage the CoronavirusOutbreak response,0
"Far from freaking out about the market, I wish I had a bunch of cash on hand to invest. I’d love to benefit from the artificial, drummed-up paranoia that will subside as soon as the Coronavirus peaks and recedes",0
"#Coronavirus: Trump fired the top White House official in charge of global health security and closed his office, which @JoeBiden and @BarackObama had created. When he’s elected president, Biden will re-open the White House office for global health security and boost its funding.",1
Important Announcement: The Employees Provident Fund (EPF) has today been informed that a member of the EPF was confirmed infected with COVID-19 and admitted for further treatment.,1
"During my visit to the @CDC with @realDonaldTrump on Friday, I saw firsthand how the administration and our health officials are working to contain coronavirus. Rest assured, the resources are in place to help protect the American people from COVID19. https://t.co/Dee2TfFPtr",0
I tweeted a link to an @nytimes coronavirus tracker and some folks said they didn’t trust NY Times. So here is a tracker from Johns Hopkins University. The numbers are similar. https://t.co/VpJxLxBRWh,0
"EXO-Ls have donated 12,480,000 Won to help those that has been affected by Corona 19 Following the footsteps of EXO 🥺 1248 = The Year + EXO's Debut Date #EXO @weareoneEXO https://t.co/fj9u7VfXtz",1
"The U.S. calls on Iran to immediately release on humanitarian grounds all wrongfully detained Americans. As COVID19 spreads to Iranian prisons, their detention defies basic human decency.",1
The Fact Music Awards(TMA) which was scheduled on 2/29 but cancelled because of the COVID-19 will have the On-line awards on 3/16 they will announce the winners for each award. @BTS_twt https://t.co/dqKfklhc3s https://t.co/zl2yPJkMAg,0
"Dear @realDonaldTrump: Coronavirus cases grew to over 1,000 tonight with at least 31 deaths. Virus has spread to 38 states. Can you tweet about (1) When are we going to get sufficient numbers of test kits &amp; (2) If the labs have the materials they need? That would be helpful. https://t.co/vzlqxUP1NA",0
"As colleges respond to COVID19 by going online &amp; shutting down, remember campus is a sanctuary for many students: the only place they have steady access to food, shelter, safe living quarters, and/or internet to take online classes. Please help those without exit strategies.",0
⚠️ Misinformation on COVID-19 UNICEF does not issue coronavirus advisories on chat apps. We post updates and safety tips only on official verified UNICEF accounts and on our official website: https://t.co/sYMowbWVvP #COVID19 #coronavirus https://t.co/EuA7YWwW5U,0
COVID-19 Outbreak Donations Chanyeol- 50million KRW Yixing- 20million KRW + 100k RMB + 296k masks Jongin- 50million KRW Junmyeon- 50million KRW Baekhyun- 50million KRW EXO-L- 12.48million KRW Let's always remember to choose kindness and love. ❤️✨ #EXO @weareoneEXO #엑소 https://t.co/WnsKah02Nk,1
"This is how the British media is responding to Trump’s constant lies about #coronavirus Our media really, really needs to take notes. https://t.co/XkBNBGWlBm",0
"The day Corona will catch a black person you will see the name, the pictures, where they from, what they had for diner everything. Now it’s just “another case confirmed” Remember this tweet",0
"US pharma company Gilead, which owns the most promising COVID-19 vaccine, is booming in ""pandemic stock sales,"" preparing to sell it for $50-100/person, and in a legal battle to deny the Chinese gov access, because China would make the vaccine free and ship it to the global south https://t.co/QmQSfnMdKI https://t.co/nQcxvq4HUX",1
"BREAKING NEWS: Quezon City has a confirmed case of COVID19, according to Mayor Joy Belmonte. Raya Capulong, ABS-CBN News https://t.co/j9J5wQjMmG",0
"In #Italy we made a terrible mistake Everybody kept saying ""It's just a flu"" and now our intensive care units are collapsing. Our grandparents and parents, our friends, are dying Please, learn the lesson. Now! #coronavirus #CoronavirusOutbreak #italylockdown #italystaystrong",1
We call on government communication agencies to prioritize public health interests in the light of a possible corona virus outbreak. #BeNice https://t.co/PKi0zxBtlG,0
bring one girl around your homies and all of the sudden they start calling the coronavirus COVID-19,0
"EXO Baekhyun donates 50 Million Won to help those that has been affected by Corona 19 Adding up the amounts donated by EXO Members, they have donated 220 Million Won in total !! #EXO #백현 @weareoneEXO https://t.co/6QaDb0YhDB",1
corona has no CHANCE against my essential oils mom.,0
"Democrats say Trump has failed the US economy and yet, we have the best economy in the world. They say he has failed in his COVID-19 response, and yet, we have the lowest infections per million in the world. They call winning losing and losing winning.",1
This is how corona virus is spread #COVID2019 #CoronavirusOutbreak https://t.co/6zAfpoPGtH,0
"If this tweet gets 10k RTs, I'll film attempt to infiltrate the Lynn valley care home, Vancouver, BC. 15km away from my home with a Corona virus breakout inside it.",0
"Per the AP, Germany has more than 1,100 confirmed Coronavirus cases, but so far just *two deaths.* Experts say rapid testing early on likely resulted in more diagnosing of the infected and gave the country a chance to contain and prepare for the virus.",1
"We don’t yet have all the tools we need to fight COVID-19. This is an important step toward having treatments, while we also explore vaccines and diagnostics. Thanks to @wellcometrust and @mastercard for launching this effort with us. https://t.co/M8AJ3083zK",1
How should we approach potential COVID-19 cases? Here's a infographic I made based on the 09 Mar 2020 Guidelines of the DOH-PSMID taskforce. Hopefully this helps us HCPs as we face the growing threat. Stay safe everyone. https://t.co/cjvvm52Yx0,0
"The Media is celebrating Conservatives getting the Coronavirus. Over 5,000 articles have been written about the 1 case of #coronavirus at #CPAC2020. If this were a leftist conference, the media wouldn’t touch it. This is a prime example of the media attacking Conservatives.",1
All new cases of COVID19 in PH are Filipinos Here are information on all 33 cases | via @raphbosano https://t.co/UlxJoWCShY,0
If Corona is only getting yt folks outta here then... https://t.co/GQoW8ob3ti,0
Aaron Ramsey scores &amp; Serie A dies? We can’t beat this guy ffs https://t.co/9nPs6y6q27 https://t.co/dLgHgD9LH5,0
Retweet this if you still have no idea how to get tested for the coronavirus.,0
Dear @realDonaldTrump: Have you talked to your own @NIH expert Dr. Fauci? He said coronavirus has mortality rate of 2% &amp; that 15-20% of people will require hospitalization. That’s about 20 times more lethal &amp; serious than the Flu. Death rate likely higher for older Americans. https://t.co/d84oXun4Jp,1
You do. I hear it affects pigs in a big way. https://t.co/ZCMTJzKb35,0
Corona oppa pls stop ur world tour hyung u need to rest saranghae,0
"The Executive Office for Immigration Review, which falls under the Department of Justice, told all judges and staff members in an email Monday that all coronavirus posters, which explain in English and Spanish how to prevent catching and spreading the virus, had to be removed. https://t.co/nd7agSok7p",1
"Umm seems like maybe you should include this part in your tweet instead of contributing to mass hysteria “Bergen County man with several underlying medical conditions, including emphysema, diabetes + hypertension,is NJ’s first coronavirus death, state officials said Tuesday.“ https://t.co/s8nJ5Uj3Ge",0
Me explaining to my kids how I survived corona virus https://t.co/wvIiWQwHVm,0
"The country is panic stricken over the coronavirus, yet this flu season there have been 9.7 million flu illnesses, 87,000 hospitalizations and 4800 deaths from flu, including 32 pediatric deaths. It’s time to stop the panic and put things into perspective.",1
"These 3 faces will become the most hated in US history. They are traitors to our nation, democracy and the Constitution. 😡😡😡😡😡 #VoteBlueToEndThisNightmare https://t.co/LUL2Q5Yi45",1
Trump administration orders immigration offices to immediately remove posters explaining how to prevent coronavirus https://t.co/sDFMQ9guRl,1
I'm a nurse who works &gt; 50 hr/wk with our most vulnerable. I cannot get tested None of our caregivers can be tested My patients cannot get tested My patients' families cannot get tested My family members cannot be tested. And noone I know can afford to miss work #GasMaskGaetz https://t.co/7Njm0QAD4t,1
"I mainly shared this story because I want people to know how difficult it is to even get tested for COVID19 in Missouri right now. With such a narrow group of people being tested, can really know the extent of the outbreak? The current system seems pretty foolish.",1
"Hello, 25th. “He’s Definitely Melting Down Over This”: Trump, Germaphobe in Chief, Struggles to Control the Covid-19 Story https://t.co/6RkuUhJmtX",0
"Instead of prioritizing regular Americans who need tests for #coronavirus, or paid sick leave because they live paycheck to paycheck, @realDonaldTrump wants to bail out oil billionaires. Thank goodness the House of Representatives, and not @POTUS, has the Power of the Purse. https://t.co/oJzdylQbrC",1
The World Health Organisation want you to know some DOs and DONTS about #WuhanVirus coronavirus Luckily Hopkins is here to help WATCH AND LEARN https://t.co/1ecjD6ZNu9,0
"⚠️Doctors in Italy warn Europe to “get ready” for coronavirus, saying ~10% of COVID19 patients need ICU care, and hospitals are overwhelmed. “Increase your total ICU capacity...prepare ICU areas (for) patients – in every hospital if necessary.” https://t.co/VoHqJ1IFxF",1
"BREAKING: The total number of COVID19 cases in the Philippines rise to 35 this afternoon, after DOH reported additional 11 confirmed cases. https://t.co/iyC3VtChUd",0
The CDC website is essentially useless for actually tracking the pandemic. https://t.co/NiAAawTpJc,0
"Confirmed -- Google is recommending *all* of its North American employees work from home due to #coronavirus concerns. Biggest company to do this so far. Parent company Alphabet has more than 100,000 employees most of whom work in the US.",1
"the corona virus doesn’t give you a free pass to be racist. the fact that this happened at my school (bolsa grande high school), which happens to be a very diverse one, says a lot about how we can’t escape these blatant comments. https://t.co/GZL3k78WHJ",0
.@realDonaldTrump knew in Jan about COVID19. He viewed it as a border problem. But a virus is not a Chinese citizen. It can be carried by US travelers &amp; citizens of other countries. What we needed were test kits. The continuing testing fiasco is a dereliction of duty by @POTUS. https://t.co/FnMOmFqTAA,1
"And yet tonight, I'm getting MAGAs in my TL repeating it practically word for word. Never underestimate how shameless this process is. https://t.co/XW4HocAlgJ",0
Democrats hoping that everyone at CPAC dies from Corona Virus is exactly why they must be defeated in November. These people are evil.,0
"The Italian COVID-19 outbreak has just been explosive... look at the numbers &amp; timeframe. Time is not a luxury we have! Feb 18: 3 cases Feb 21: 20 cases Feb 24: 231 cases Feb 27: 655 cases Mar 1: 1,694 cases Mar 4: 3,089 cases Mar 7: 5,883 cases",0
"NEW: WHO interim guidance on critical preparedness, readiness and response actions for COVID19 https://t.co/4QQ7VcQPe4 #coronavirus https://t.co/4hpP6I0oIk",0
"A Youtuber who recently made a racist remark regarding BTS by relating them to Corona virus will now be making a video about them where he roasts the band and our fandom I request ARMYs to pls block him and report his channel, Ducky Bhai on YouTube 🙏 https://t.co/gv2KAToA6i",0
indonesia checking people who might've had corona before the confirmed cases https://t.co/OjrIyKzJ5m,1
who let corona have the hype smh she’s so annoying,0
"26 dead from Corona, national guard mobilized, containment areas, states of emergency, widespread panic. 50 are killed on the streets of Chicago every month. Crickets. https://t.co/sCLCQpv8rE",1
"In these times of Corona Virus, a Mizo girl in Pune faced racism as she has mongolian/Chinese features. indians are always being racists when it comes to North East. https://t.co/tnG0K26mRf",1
The stock market and US dollar are both plunging today. Welcome to @realDonaldTrump's first term. #TrumpCrash #marketcrash #coronavirus https://t.co/YcGmj1E8Am,0
"Coronavirus mortality in Lombardy is now 8%, more than double Wuhan! Lombardy health system is completely beyond ability to deliver adequate care - hence rationing who gets ICUs. It’s sad, so so sad. #COVID19 Let’s not let this happen to us America... https://t.co/VVoycWLyhT",1
"I spent years developing an Ebola treatment. From the outset, I have been VERY concerned about the #pandemic risk for this coronavirus. VIDEO answering your questions about the CoronavirusOutbreak, and what you can do to protect yourself.👇🏼 #COVID19 https://t.co/bUWqKrefl7",0
The Coronavirus is changing the suburban streets. #coronavirus #COVID19 #SundayFunday https://t.co/clWIkTtvdT,0
"BREAKING: CAVITE REPORTS FIRST COVID-19 CASE A returning seaman who passed through Narita Airport in Japan was confirmed to be the first positive case of COVID-19 in the province. Authorities said that the man, who hails from Imus City, is currently confined at RITM. #GoCavite https://t.co/E4hT2rEWe8",1
Doctor who treated first US case of coronavirus says patients with mild symptoms can recover at home https://t.co/ZYTWx7IG4y,1
"BREAKING: All Italy is locked down, PM Conte has just announced. Everyone must remain at home. Nationwide lockdown. #COVID19",0
"As an MD, PhD expert on viral pandemic threats, the reason why coronavirus testing has not been performed is because the Trump Administration totally bungled the rollout of COVID19 tests. If we truly had 1-million-test capacity, surely these members would have been tested.🙄 https://t.co/DTxsDUZ1ur",1
breakingnews The Ministry of Health today announced that Brunei registered its first positive COVID-19 case. The patient is a 53-year old man who returned to Brunei from Kuala Lumpur on March 3 2020 with three other friends. #borneobulletin More details soon.,0
2 patients HAS died? But I get to write IELTS. Unu nakwa echecki. https://t.co/bw0sfVN7Yv,0
Dude said this like he has all the infinity stones https://t.co/Xx7FrcRMno,0
"#Corona update: a good news for Our state, the Pt undergoing treatment at RGGH is tested negative for Corona,this speedy recovery is possible only because of the meticulous treatment &amp; expertise of TNHealth to handle exigencies. As of now, TN is CORONA FREE. #CVB @MoHFW_INDIA",1
"South Korea has conducted 190,000 tests thus far, capacity of 15,000 a day. ""If doctors suspect a COVID-19 case, they can proceed with testing without restriction. Of course, the testing is conducted free of charge.""",1
"There are so many amazing aspects to this starting with fact that Nigel Farage was with Ted Cruz 3 days ago. Who has now self-isolated. It might not be only disinformation he’s spreading there, @bbc https://t.co/pUY3jTRnwF",1
"URGENT: #Covid19 ITALY- “We have been locked in the house with my DEAD sister for 24 hours."" ""We have been waiting for 24 hours for the outcome of the Coronavirus swap - explains Luca- nobody told us anything and we are completely abandoned to ourselves"" #ITALIA https://t.co/J9zuBGV0TW",1
DEVELOPING: Secret Service COVID-19 Phishing alert @CBSNews Cyber criminal emails pose as legitimate medical or health groups. Unsuspecting victims open attachment “causing malware to infect their system” or compromised “login credentials” @NikolenDC https://t.co/xTMN9JIglq,1
"So Rick, you don’t think it’s “contained”? You don’t think the press coverage of the Coronavirus is a “hoax”? You don’t think it’s something to make light of when you go to vote? https://t.co/Bl7BT8w07n",0
"the corona virus just proves that wreckless &amp; dangerous capitalism rly is.. people can't taking days off work + are working sick bc they need the income, children can't get school days off bc some them only eat at school, ppl are charging £100 for sanitiser... like what a system",1
Department of Health has confirmed to Sky News that health minister Nadine Dorries has tested positive for covid-19,1
BREAKING: During his Pressconference Trump says he wants to cut payroll taxes to help with COVID19. The purpose of payroll taxes is to fund Social Security and Medicare. So once again Trump confirms he wants to cut Social Security and Medicare. How about taxing billionaires?,1
There is no bigger tool in the cosmos than this absolute loser. He doesn’t have a single redeeming characteristic. He’s the guy at the party who endlessly blabbers on about himself and has you pinned a corner so you can’t leave. 👇🏻 https://t.co/vXLeYgx1Nb,0
"After coronavirus outbreak is over, I hope the world's med societies &amp; schools of PublicHealth establish a prize named for the late Dr. Li Wenliang, the 34 yr old ophthalmologist from Wuhan who tried to warn the world in 12/19 that COVID19 was starting: https://t.co/3VYhVZ2bty https://t.co/FieAnA2070",0
